concept_path,concept_cd
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/(032-8) Other specified diphtheri~/,ICD9:032.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Non-arthropod-borne diseases of CNS (045-049)/(046) Slow virus infection of cen~/(046-9) Unspecified slow virus in~/,ICD9:046.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Non-arthropod-borne diseases of CNS (045-049)/(047) Meningitis due to enterovir~/,ICD9:047
/Diagnoses/Infectious and parasitic diseases (001-139)/Non-arthropod-borne diseases of CNS (045-049)/(047) Meningitis due to enterovir~/(047-8) Other specified viral men~/,ICD9:047.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Non-arthropod-borne diseases of CNS (045-049)/(049) Other non-arthropod-borne v~/,ICD9:049
/Diagnoses/Infectious and parasitic diseases (001-139)/Non-arthropod-borne diseases of CNS (045-049)/(049) Other non-arthropod-borne v~/(049-9) Unspecified non-arthropod~/,ICD9:049.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(030) Leprosy/,ICD9:030
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(031) Diseases due to other mycob~/,ICD9:031
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(031) Diseases due to other mycob~/(031-2) Disseminated mycobacteria~/,ICD9:031.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/,ICD9:032
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/(032-2) Anterior nasal diphtheria/,ICD9:032.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/(032-8) Other specified diphtheri~/(032-81) Conjunctival diphtheria/,ICD9:032.81
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/(032-8) Other specified diphtheri~/(032-82) Diphtheritic myocarditis/,ICD9:032.82
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/(032-8) Other specified diphtheri~/(032-83) Diphtheritic peritonitis/,ICD9:032.83
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/(032-8) Other specified diphtheri~/(032-85) Cutaneous diphtheria/,ICD9:032.85
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(032) Diphtheria/(032-8) Other specified diphtheri~/(032-89) Other specified diphther~/,ICD9:032.89
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(033) Whooping cough/,ICD9:033
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(034) Streptococcal sore throat a~/,ICD9:034
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(034) Streptococcal sore throat a~/(034-1) Scarlet fever/,ICD9:034.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(035) Erysipelas/,ICD9:035
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/,ICD9:036
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-4) Meningococcal carditis/,ICD9:036.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-4) Meningococcal carditis/(036-41) Meningococcal pericardit~/,ICD9:036.41
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-4) Meningococcal carditis/(036-42) Meningococcal endocardit~/,ICD9:036.42
/Diagnoses/zz E-codes/(E849) Place of occurrence/(E849-1) Farm accidents/,ICD9:E849.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-8) Other specified meningoco~/,ICD9:036.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-8) Other specified meningoco~/(036-81) Meningococcal optic neur~/,ICD9:036.81
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-8) Other specified meningoco~/(036-82) Meningococcal arthropathy/,ICD9:036.82
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-8) Other specified meningoco~/(036-89) Other specified meningoc~/,ICD9:036.89
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(036) Meningococcal infection/(036-9) Meningococcal infection, ~/,ICD9:036.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/,ICD9:038
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-0) Streptococcal septicemia/,ICD9:038.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-1) Staphylococcal septicemia/(038-10) Staphylococcal septicemi~/,ICD9:038.10
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-1) Staphylococcal septicemia/(038-11) Staphylococcus aureus se~/,ICD9:038.11
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-2) Pneumococcal septicemia [~/,ICD9:038.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-3) Septicemia due to anaerob~/,ICD9:038.3
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-4) Septicemia due to other g~/,ICD9:038.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-4) Septicemia due to other g~/(038-43) Septicemia due to pseudo~/,ICD9:038.43
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(038) Septicemia/(038-4) Septicemia due to other g~/(038-44) Septicemia due to serrat~/,ICD9:038.44
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(039) Actinomycotic infections/,ICD9:039
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(039) Actinomycotic infections/(039-1) Pulmonary actinomycotic i~/,ICD9:039.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(039) Actinomycotic infections/(039-2) Abdominal actinomycotic i~/,ICD9:039.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(040) Other bacterial diseases3/,ICD9:040
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(040) Other bacterial diseases3/(040-3) Necrobacillosis/,ICD9:040.3
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(040) Other bacterial diseases3/(040-8) Other specified bacterial~/,ICD9:040.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(040) Other bacterial diseases3/(040-8) Other specified bacterial~/(040-82) Toxic shock syndrome/,ICD9:040.82
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(040) Other bacterial diseases3/(040-8) Other specified bacterial~/(040-89) Other specified bacteria~/,ICD9:040.89
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/,ICD9:041
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-0) Streptococcus infection i~/(041-00) Unspecified Streptococcu~/,ICD9:041.00
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-0) Streptococcus infection i~/(041-04) Group D Streptococcus [E~/,ICD9:041.04
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-0) Streptococcus infection i~/(041-05) Group G Streptococcus in~/,ICD9:041.05
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-1) Staphylococcus infection ~/(041-19) Other Staphylococcus inf~/,ICD9:041.19
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-3) Friedlander's bacillus in~/,ICD9:041.3
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-8) Other specified bacterial~/(041-83) Clostridium perfringens ~/,ICD9:041.83
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-8) Other specified bacterial~/(041-84) Other anaerobe infection~/,ICD9:041.84
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-9) Bacterial infection, unsp~/,ICD9:041.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(130) Toxoplasmosis/,ICD9:130
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(130) Toxoplasmosis/(130-1) Conjunctivitis due to tox~/,ICD9:130.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(130) Toxoplasmosis/(130-4) Pneumonitis due to toxopl~/,ICD9:130.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(130) Toxoplasmosis/(130-5) Hepatitis due to toxoplas~/,ICD9:130.5
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(130) Toxoplasmosis/(130-7) Toxoplasmosis of other sp~/,ICD9:130.7
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(130) Toxoplasmosis/(130-8) Multisystemic disseminate~/,ICD9:130.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(131) Trichomoniasis/,ICD9:131
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(131) Trichomoniasis/(131-0) Urogenital trichomoniasis/,ICD9:131.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(131) Trichomoniasis/(131-0) Urogenital trichomoniasis/(131-01) Trichomonal vulvovaginit~/,ICD9:131.01
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(131) Trichomoniasis/(131-0) Urogenital trichomoniasis/(131-02) Trichomonal urethritis/,ICD9:131.02
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(132) Pediculosis and phthirus in~/,ICD9:132
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(133) Acariasis/,ICD9:133
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(133) Acariasis/(133-9) Acariasis, unspecified/,ICD9:133.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(134) Other infestation/,ICD9:134
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(134) Other infestation/(134-9) Infestation, unspecified/,ICD9:134.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(136) Other and unspecified infec~/,ICD9:136
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(136) Other and unspecified infec~/(136-4) Psorospermiasis/,ICD9:136.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(100) Leptospirosis/,ICD9:100
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(100) Leptospirosis/(100-8) Other specified leptospir~/,ICD9:100.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(100) Leptospirosis/(100-9) Leptospirosis, unspecified/,ICD9:100.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(102) Yaws/,ICD9:102
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(102) Yaws/(102-2) Other early skin lesions ~/,ICD9:102.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(102) Yaws/(102-4) Gummata and ulcers due to~/,ICD9:102.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(102) Yaws/(102-6) Bone and joint lesions du~/,ICD9:102.6
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(102) Yaws/(102-8) Latent yaws/,ICD9:102.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(103) Pinta/,ICD9:103
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(103) Pinta/(103-3) Mixed lesions of pinta/,ICD9:103.3
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(104) Other spirochetal infection/(104-0) Nonvenereal endemic syphi~/,ICD9:104.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/,ICD9:070
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-0) Viral hepatitis A with he~/,ICD9:070.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-2) Viral hepatitis B with he~/,ICD9:070.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-2) Viral hepatitis B with he~/(070-20) Viral hepatitis B with h~/,ICD9:070.20
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-2) Viral hepatitis B with he~/(070-23) Viral hepatitis B with h~/,ICD9:070.23
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-3) Viral hepatitis B without~/(070-32) Viral hepatitis B withou~/,ICD9:070.32
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-3) Viral hepatitis B without~/(070-33) Viral hepatitis B withou~/,ICD9:070.33
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-4) Other specified viral hep~/,ICD9:070.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-4) Other specified viral hep~/(070-42) Hepatitis delta without ~/,ICD9:070.42
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-5) Other specified viral hep~/(070-51) Acute or unspecified hep~/,ICD9:070.51
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-5) Other specified viral hep~/(070-52) Hepatitis delta without ~/,ICD9:070.52
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-5) Other specified viral hep~/(070-53) Hepatitis E without ment~/,ICD9:070.53
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-5) Other specified viral hep~/(070-54) Chronic hepatitis C with~/,ICD9:070.54
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-5) Other specified viral hep~/(070-59) Other specified viral he~/,ICD9:070.59
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-6) Unspecified viral hepatit~/,ICD9:070.6
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-7) Unspecified viral hepatitis C/(070-70) Unspecified viral hepatit~/,ICD9:070.70
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(070) Viral hepatitis/(070-9) Unspecified viral hepatit~/,ICD9:070.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(072) Mumps/,ICD9:072
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(072) Mumps/(072-1) Mumps meningitis/,ICD9:072.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(072) Mumps/(072-7) Mumps with other specifie~/,ICD9:072.7
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(072) Mumps/(072-7) Mumps with other specifie~/(072-71) Mumps hepatitis/,ICD9:072.71
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(072) Mumps/(072-7) Mumps with other specifie~/(072-72) Mumps polyneuropathy/,ICD9:072.72
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(072) Mumps/(072-7) Mumps with other specifie~/(072-79) Mumps with other specifi~/,ICD9:072.79
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(073) Ornithosis/,ICD9:073
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(073) Ornithosis/(073-0) Ornithosis with pneumonia/,ICD9:073.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(074) Specific diseases due to Co~/,ICD9:074
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(074) Specific diseases due to Co~/(074-2) Coxsackie carditis/,ICD9:074.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(074) Specific diseases due to Co~/(074-2) Coxsackie carditis/(074-21) Coxsackie pericarditis/,ICD9:074.21
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(074) Specific diseases due to Co~/(074-2) Coxsackie carditis/(074-22) Coxsackie endocarditis/,ICD9:074.22
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(074) Specific diseases due to Co~/(074-2) Coxsackie carditis/(074-23) Coxsackie myocarditis/,ICD9:074.23
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(074) Specific diseases due to Co~/(074-8) Other specified diseases ~/,ICD9:074.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(076) Trachoma/,ICD9:076
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(076) Trachoma/(076-0) Trachoma, initial stage/,ICD9:076.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(077) Other diseases of conjuncti~/,ICD9:077
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(077) Other diseases of conjuncti~/(077-1) Epidemic keratoconjunctiv~/,ICD9:077.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(077) Other diseases of conjuncti~/(077-9) Unspecified diseases of c~/(077-98) Unspecified diseases of ~/,ICD9:077.98
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(077) Other diseases of conjuncti~/(077-9) Unspecified diseases of c~/(077-99) Unspecified diseases of ~/,ICD9:077.99
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(078) Other diseases due to virus~/,ICD9:078
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(078) Other diseases due to virus~/(078-0) Molluscum contagiosum/,ICD9:078.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(078) Other diseases due to virus~/(078-1) Viral warts/(078-11) Condyloma acuminatum/,ICD9:078.11
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(078) Other diseases due to virus~/(078-4) Foot and mouth disease/,ICD9:078.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(078) Other diseases due to virus~/(078-8) Other specified diseases ~/(078-88) Other specified diseases~/,ICD9:078.88
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/,ICD9:079
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/(079-2) Coxsackie virus infection~/,ICD9:079.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/(079-4) Human papilloma virus inf~/,ICD9:079.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/(079-5) Retrovirus infection in c~/(079-50) Unspecified Retrovirus i~/,ICD9:079.50
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/(079-5) Retrovirus infection in c~/(079-51) Human T-cell lymphotroph~/,ICD9:079.51
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/(079-5) Retrovirus infection in c~/(079-59) Other specified retrovir~/,ICD9:079.59
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/(079-6) Respiratory syncytial vir~/,ICD9:079.6
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(081) Other typhus/,ICD9:081
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(081) Other typhus/(081-0) Murine (endemic) typhus/,ICD9:081.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(082) Tick-borne rickettsioses/,ICD9:082
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(082) Tick-borne rickettsioses/(082-1) Boutonneuse fever/,ICD9:082.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(082) Tick-borne rickettsioses/(082-2) North Asian tick fever/,ICD9:082.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(082) Tick-borne rickettsioses/(082-4) Ehrlichiosis/(082-40) Ehrlichiosis, unspecified/,ICD9:082.40
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(082) Tick-borne rickettsioses/(082-4) Ehrlichiosis/(082-41) Ehrlichiosis chafeensis ~/,ICD9:082.41
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(082) Tick-borne rickettsioses/(082-4) Ehrlichiosis/(082-49) Other ehrlichiosis/,ICD9:082.49
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(082) Tick-borne rickettsioses/(082-9) Tick-borne rickettsiosis,~/,ICD9:082.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(083) Other rickettsioses/,ICD9:083
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(083) Other rickettsioses/(083-2) Rickettsialpox/,ICD9:083.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(084) Malaria/,ICD9:084
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(084) Malaria/(084-1) Vivax malaria (benign ter~/,ICD9:084.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(084) Malaria/(084-7) Induced malaria/,ICD9:084.7
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(085) Leishmaniasis/,ICD9:085
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(300) Neurotic disorders/(300-0) Anxiety states/,ICD9:300.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(085) Leishmaniasis/(085-9) Leishmaniasis, unspecified/,ICD9:085.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(086) Trypanosomiasis/,ICD9:086
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(086) Trypanosomiasis/(086-0) Chagas' disease with hear~/,ICD9:086.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(086) Trypanosomiasis/(086-1) Chagas' disease with othe~/,ICD9:086.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(086) Trypanosomiasis/(086-9) Trypanosomiasis, unspecif~/,ICD9:086.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(087) Relapsing fever/,ICD9:087
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(088) Other arthropod-borne disea~/,ICD9:088
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(088) Other arthropod-borne disea~/(088-8) Other specified arthropod~/,ICD9:088.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(088) Other arthropod-borne disea~/(088-8) Other specified arthropod~/(088-89) Other specified arthropo~/,ICD9:088.89
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/,ICD9:010
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-0) Primary tuberculous infec~/(010-00) Primary tuberculous infe~/,ICD9:010.00
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-0) Primary tuberculous infec~/(010-01) Primary tuberculous infe~/,ICD9:010.01
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-0) Primary tuberculous infec~/(010-02) Primary tuberculous infe~/,ICD9:010.02
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-0) Primary tuberculous infec~/(010-03) Primary tuberculous infe~/,ICD9:010.03
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-0) Primary tuberculous infec~/(010-04) Primary tuberculous infe~/,ICD9:010.04
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-0) Primary tuberculous infec~/(010-05) Primary tuberculous infe~/,ICD9:010.05
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-0) Primary tuberculous infec~/(010-06) Primary tuberculous infe~/,ICD9:010.06
